lats,lons,RSSI
0.017991,-0.05973,-100.55
0.07979,-0.032791,-122.79
-0.0049905,-0.024618,-105.13
-0.040373,0.10613,-116.57
0.03744,-0.00081979,-94.337
-0.014152,-0.026471,-97.576
0.065619,0.0048622,-133.25
0.040695,-0.034522,-123.08
-0.028969,-0.023362,-119.85
0.012017,0.043574,-116.1
-0.001327,0.026343,-71.873
-0.043121,0.084566,-101.73
-0.0062061,0.0023837,-62.152
0.016559,0.03798,-120.97
-0.0042956,0.011992,-66.838
-0.028404,-0.10419,-111.52
0.0035158,-0.0012904,-48.137
0.0016161,0.027629,-77.907
0.015513,-0.037211,-99.211
-0.00027063,0.10833,-100.13
-0.038597,-0.027178,-117.79
-0.0058024,-0.024222,-105.37
-0.02834,0.0053171,-118.3
0.073244,-0.046418,-113.56
-0.00058321,-0.0003162,-32.859
0.011741,-0.013969,-62.379
0.030672,0.083674,-106.17
-0.0077896,0.018567,-64.804
0.027454,0.049292,-98.363
-0.026421,-0.0003485,-106.01
-0.076717,0.022673,-120.11
0.059044,-0.060496,-122.13
0.011906,0.1204,-105.79
0.0034694,0.045301,-108.13
0.038735,-0.032793,-123.54
-0.066158,-0.01678,-110.26
-0.020883,0.039576,-95.818
0.013806,-0.11176,-102.12
0.013197,0.048856,-106.93
0.0020792,-0.0042955,-48.437
0.012162,-0.0098318,-59.843
0.030637,-0.014657,-71.131
0.0050687,-0.0020607,-53.045
-0.013548,0.10087,-115.98
-0.036468,-0.096273,-119.74
0.0052798,0.00056752,-52.42
-0.0095964,0.020922,-95.734
0.0018468,0.010326,-54.719
-0.018076,-0.065235,-111.97
-0.034956,-0.024267,-117.63
-0.0032856,0.0098422,-61.858
-0.005044,0.094066,-112.97
0.05831,0.041852,-73.283
0.00024459,0.017655,-102.64
0.038718,0.053574,-107.16
0.061623,0.049829,-90.471
-0.032107,-0.089744,-113.67
-0.013627,-0.040851,-120.46
-0.072755,0.0047361,-106.83
0.0034915,0.0056707,-52.712
-0.008127,-0.0010121,-79.354
-0.014976,-0.095813,-117.26
0.011011,-0.064832,-86.333
-0.045008,-0.090174,-116.92
-0.0017693,0.022593,-76.224
0.056102,-0.067082,-118.4
0.0055614,-0.0012131,-53.172
0.047617,-0.03435,-111.74
-0.0035004,0.0055633,-51.555
-0.020727,0.0045756,-67.759
0.019628,0.00307,-62.727
-0.018915,-0.018424,-112.4
0.010717,0.071425,-102.63
-0.0097318,0.083452,-108.56
0.054761,0.084274,-101.14
0.045986,0.049919,-96.114
-0.055917,-0.014834,-109.93
0.031892,-0.022981,-91.948
-0.028938,-0.019029,-117.38
0.024357,0.044319,-104.1
-0.027716,-0.094833,-114.82
0.024452,0.034012,-117.71
0.080009,-0.00061556,-118.85
-0.031144,-0.089184,-116.24
0.0041251,0.099829,-107.2
0.015312,-0.10313,-95.147
0.029305,-0.011259,-66.484
0.0056797,-0.00045123,-52.869
-0.00293,-0.032204,-119.31
-5.57E-05,-0.011255,-59.444
0.023823,0.07503,-115.79
0.0080871,-0.11439,-102.54
-0.053516,0.03363,-101.83
-0.031573,-0.027203,-120.04
0.020404,0.010102,-69.481
-0.0080668,0.041255,-73.958
-0.017961,0.08152,-105.75
-0.02427,0.049523,-88.46
0.050142,-0.07323,-92.849
-0.023076,-0.025215,-120.68
-0.0076474,0.0048898,-59.786
0.037281,-0.087731,-77.705
-0.03759,-0.010412,-109.19
-0.020087,0.015441,-95.662
-0.047649,-0.035709,-115.56
-0.018193,-0.065702,-112.03
-0.0216,0.11316,-130.53
-0.003502,0.0060798,-51.933
0.046016,0.061539,-102.25
0.023504,-0.10501,-76.64
0.016576,-0.0078117,-61.7
0.057783,0.076293,-105.95
0.066771,-0.042826,-126.66
0.043813,-0.055244,-121.57
-0.046194,0.04971,-104.81
0.043698,0.027398,-70.978
0.0077774,0.014611,-59.301
0.0061192,0.074372,-120.42
-0.032118,0.01346,-109.01
0.039423,-0.0021912,-84.257
0.041555,-0.046409,-122.86
-0.073678,0.038335,-78.456
-0.0042149,-0.01289,-81.268
-0.086855,0.02396,-110.13
0.0059013,-0.10394,-112.07
0.014256,-0.050128,-107.3
0.063659,-0.053129,-120.68
0.008881,0.0335,-65.467
-0.042967,-0.022002,-113.68
0.0075072,0.090789,-106.73
0.01621,-0.040732,-93.8
-0.016241,0.023785,-108.31
0.00021968,0.031929,-68.73
-0.00023137,-0.070841,-107.69
-0.039833,0.0016227,-72.084
-0.035834,-0.024478,-117.36
0.079897,0.049985,-112.4
-0.0017782,0.096189,-109.28
-0.011988,0.019958,-93.859
-0.080442,-0.038346,-117.3
0.0031485,0.0057067,-52.48
-0.0015544,0.0020155,-43.514
-0.01021,0.021259,-95.119
-0.014727,0.029724,-96.941
-0.013478,-0.040596,-120.44
0.041675,-0.086709,-74.944
0.050056,0.092443,-109.41
-0.0015618,-0.0074643,-56.829
0.01352,-0.046335,-100.04
-0.062312,-0.078495,-119.92
0.019546,0.0059971,-63.711
-0.0032928,-0.0036917,-49.434
-0.00012805,0.00086102,-33.529
-0.018704,-0.0087065,-107.21
-0.040289,0.061098,-104.75
-0.0052612,0.014367,-66.435
-0.02136,0.080599,-100.65
-0.0038809,-0.046501,-109.48
0.02931,0.019213,-91.101
-0.077866,0.051081,-105.24
0.0023822,0.010149,-54.741
0.016677,0.021405,-64.039
-0.015392,0.04564,-70.999
0.062116,-0.016533,-136.88
-0.023145,0.085363,-90.739
-0.0030843,-0.0018251,-47.356
-0.062437,-0.043541,-113.91
0.01994,-0.02755,-65.906
-0.027471,0.034038,-114.55
-0.0028426,-0.0099729,-59.123
0.02967,-0.013987,-70.435
-0.009449,0.0091875,-61.611
-0.026726,0.0079681,-118.29
-0.015615,0.11307,-116
-0.0094361,0.092753,-121.93
-0.044633,-0.079513,-120.05
0.00096677,0.013895,-89.503
0.018267,-0.0010769,-62.054
0.049545,-0.026567,-118.8
0.00095172,0.00018488,-36.867
-0.024082,-0.0056668,-108.65
-0.047895,-0.047549,-118.36
-0.0077296,0.022056,-73.186
-0.016831,-0.080191,-119.87
0.0034475,-0.012184,-60.372
-0.031011,-0.034567,-119.92
0.011225,0.0028779,-57.974
0.014306,0.060181,-124.08
0.022383,0.0076808,-64.08
-0.010837,0.012783,-59.965
0.024329,0.039351,-113.36
-0.010969,0.066282,-118.64
0.015386,-0.03007,-80.087
0.060269,0.036908,-99.744
-0.011767,-0.038173,-118.96
0.002103,-0.0046311,-48.927
-0.035645,0.011855,-110.45
0.013483,0.034682,-66.046
0.0054886,0.042935,-92.907
-0.0040863,0.0035968,-63.087
0.046289,0.066127,-114.33
-0.0021022,0.0092691,-55.298
-0.017045,-0.027089,-109.03
0.037328,-0.0042981,-95.622
-0.059408,-0.02805,-107.25
-0.0034043,-0.027471,-99.494
-0.052063,-0.066901,-111.47
-0.047038,-0.067126,-114.92
-0.030106,-0.0077302,-107.97
0.0058194,0.026969,-64.02
-0.05986,0.029589,-124.03
0.022504,-0.038958,-69.307
0.073153,0.058549,-106.48
-0.035359,0.063463,-107.86
-0.0058216,0.0098035,-62.749
-0.058059,0.053348,-107.68
-0.03591,-0.069493,-112.73
0.0047896,-0.011394,-59.747
-0.006509,-0.023493,-105.12
-0.022858,-0.10917,-106.27
-0.01805,-0.0048957,-107.75
0.0026127,-0.0034359,-48.111
0.048687,0.0040649,-100.01
-0.00034393,-0.0002602,-29.03
0.011831,0.068185,-89.789
0.026423,-0.040839,-94.885
-0.074492,0.021202,-122.45
0.044423,-0.040013,-120.67
-0.0019315,-0.0059303,-56.884
0.056236,-0.0348,-130.08
-0.00050272,0.015626,-102.1
0.014465,0.11282,-98.282
0.0034705,-0.000669,-47.815
-0.00093161,-0.085766,-110.04
0.050303,-0.063655,-117.64
0.062078,0.014969,-116.97
0.023246,-0.036293,-68.647
-0.075731,0.036287,-94.974
-0.04125,0.012321,-108.74
-0.045869,-0.041881,-116.94
0.0091794,-0.0099348,-58.225
0.06367,-0.053941,-119.16
0.013062,0.051383,-102.93
-0.062904,0.0729,-118.69
0.031008,0.08381,-109.76
-0.017734,-0.010443,-106.81
-0.0056681,-0.015375,-88.043
0.004271,-0.012465,-60.952
0.0017512,-0.027221,-95.01
-0.017978,-0.01171,-108.76
0.019104,0.0078223,-65.782
0.029604,-0.036797,-97.864
-0.027799,0.0023383,-112.53
0.0451,0.078666,-125.56
-0.040511,-0.045787,-119.44
-0.078301,0.0036945,-98.956
-0.052568,-0.054229,-115.88
-0.055026,-0.041832,-115.41
-0.042096,-0.086841,-116.34
-0.012022,-0.00098982,-95.534
0.0025861,-0.015229,-97.532
0.032279,0.034498,-107.19
0.023646,-0.014736,-65.423
-0.049285,0.047014,-94.8
-0.017436,-0.015414,-113.89
0.012077,-0.01948,-64.504
-0.02732,0.064272,-110.71
-0.0095027,-0.073324,-112.39
0.075223,0.065607,-118.4
-0.083368,-0.04212,-115.1
-0.06358,0.018294,-130.6
-0.061233,0.057317,-128
0.0087162,-0.042863,-96.383
0.0069659,0.015059,-59.185
0.052968,0.062692,-113.15
-0.025188,-0.070813,-113.47
-0.062468,-0.08594,-111.9
-0.065893,-0.030687,-121
0.044081,-0.10191,-75.611
0.01004,0.011415,-59.17
0.060027,-0.03222,-127.76
-0.025133,-0.0081875,-109.99
0.052733,0.017154,-71.488
-0.041883,-0.0057783,-102.53
0.03276,-0.053119,-94.433
0.010883,0.11034,-105.7
-0.030427,-0.029547,-120.77
-0.0059678,-0.0071709,-61.969
-0.067666,-0.01837,-110.82
-0.03172,0.014411,-109.92
-0.039852,-0.024981,-116.57
0.02596,-0.0060118,-65.221
-0.045429,-0.042018,-117.48
-0.076038,0.0095632,-107.38
0.055444,-0.02026,-122.26
-0.040693,0.025239,-97.305
0.038887,0.099025,-75.163
-0.016915,0.035473,-67.011
-2.90E-05,0.0026843,-42.861
0.0021219,-0.0051267,-49.597
0.071242,-0.0096721,-125.65
0.087143,-0.0073968,-124.2
0.05629,-0.048418,-129.16
-0.024339,0.0081337,-114.69
-0.048573,-0.056752,-115.01
-0.0088221,-0.00020726,-81.726
-0.046972,0.09113,-112.88
-1.30E-05,0.095409,-113.09
-0.0019483,0.01827,-95.921
0.005693,-0.050623,-108.56
0.011974,-0.11499,-95.511
0.0071207,0.020934,-61.44
0.023149,-0.011213,-64.624
-0.0022468,0.0057894,-51.077
-0.012289,-0.007044,-100.58
0.0070537,-0.0022191,-54.041
0.025816,-0.079192,-97.935
0.0046599,-0.0057267,-55.17
-7.73E-05,-0.063731,-108.46
0.058519,0.05194,-104.76
0.0020798,-0.0082259,-55.202
-0.030359,0.069115,-100.13
0.0207,0.044877,-107.59
0.025516,-0.033286,-111.33
0.017609,0.069544,-123.97
-0.080498,0.053135,-98.223
-0.010813,0.0052675,-59.958
-0.014849,0.013284,-61.818
-0.06795,-0.05661,-113.64
-0.0013114,0.0070976,-52.723
-0.004319,-0.0082706,-59.223
-0.036453,0.051399,-106.98
0.0011033,0.0043629,-47.516
0.0013519,0.012456,-81.726
0.034486,0.013482,-92.007
-0.022689,-0.057717,-116.99
-0.019242,0.0034948,-70.093
-0.024969,0.032534,-114.89
0.039978,0.097136,-75.089
-0.026343,0.02588,-109.16
-0.020625,0.059653,-97.613
-0.0038509,-0.021611,-104.71
0.0099764,0.039278,-109.28
-0.049975,0.07835,-114.23
0.07318,0.062995,-115.39
-0.046284,0.018488,-73.634
0.074708,-0.038066,-124.36
-0.055158,-0.052378,-115.98
-0.008926,0.011959,-58.815
0.00032728,0.00034153,-30.304
-0.052071,0.065519,-102.5
-0.03519,0.040501,-105.28
-0.020775,-0.00043671,-84.426
-0.054967,-0.042349,-115.3
-0.024355,0.07192,-75.527
0.048611,-0.082668,-74.645
0.010766,-0.039709,-72.388
0.029114,0.0081837,-66.274
-0.025281,0.010367,-115.47
-0.00087411,0.0011102,-38.502
-0.024872,-0.0050579,-107.88
0.055924,0.071912,-101.86
0.007608,0.015225,-59.479
0.027584,0.0559,-70.728
0.0051629,0.0025058,-51.999
0.026914,-0.096284,-80.089
0.078681,-0.04893,-126.2
-0.021315,-0.022573,-112.82
-0.020942,-0.0015527,-91.72
0.07297,-0.056583,-108.86
-0.069092,0.041895,-93.582
0.070116,-0.0017627,-130.22
-0.029903,-0.046612,-123.62
-0.041075,0.043918,-124.55
0.047589,0.030764,-122.19
-0.0010759,-0.051111,-106.33
-0.072742,-0.024229,-112.97
0.01386,0.0022698,-63.751
-0.0091908,0.0047292,-59.174
-0.022383,-0.055942,-117.23
-0.006708,0.066596,-105.38
-0.0095036,0.015202,-60.167
-0.013383,0.001578,-63.502
-0.0036278,0.0054421,-52.9
0.034527,-0.024233,-123.32
-0.043427,-0.010002,-109.02
0.00010837,-0.00062218,-30.521
-0.023465,-0.0020019,-94.838
-0.011566,-0.038601,-117.99
0.00063824,-0.00139,-38.534
0.023358,0.079175,-97.442
-0.00018389,-0.10326,-109.78
-0.0037196,-0.050887,-108.45
-0.0080278,-0.097997,-111.92
-0.0035152,-0.12026,-107.68
0.018266,-0.046536,-106.75
-0.07156,-0.0657,-109.71
-0.038489,-0.0096234,-108.36
-0.016119,-0.012696,-107.51
0.00072855,-0.024594,-95.001
0.038608,0.075705,-95.299
-0.078961,0.042214,-78.577
0.047262,-0.082909,-74.568
0.02633,-0.034339,-104.12
0.078559,-0.045888,-110.68
0.022634,-0.048173,-110.35
-0.0061347,-0.085589,-111.89
0.043196,-0.012194,-87.107
0.0051687,-0.043911,-94.382
0.0098668,0.07344,-115.26
0.044992,0.051149,-97.19
0.013071,0.019099,-62.494
-0.0034714,-0.067768,-107.65
-0.032206,0.10776,-136.67
0.062283,-0.066818,-118.12
-0.03103,0.11035,-129.45
0.053506,-0.025874,-124.92
0.036052,0.0077525,-102
0.025211,0.041851,-110.64
-0.00037302,-0.00065576,-32.596
-0.010295,-0.038253,-115.32
-0.042328,-0.073979,-117.27
-0.056029,0.020795,-126.44
0.005282,0.05401,-70.059
-0.0059825,0.11403,-94.892
0.045689,0.10177,-112.38
-0.02591,0.0485,-85.212
0.039611,0.0040152,-109.93
-0.066819,0.035249,-109.75
-0.0071709,-0.010983,-88.435
0.073157,-0.018381,-125.17
-0.054522,-0.052871,-115.99
-0.034429,0.054047,-103.96
0.018544,-0.027,-65.514
-0.038676,0.048207,-104.09
-0.026902,0.059666,-100.11
-0.0098401,0.021287,-93.899
-0.0035039,0.0050759,-54.867
0.020172,0.0059245,-63.107
0.0079289,0.11979,-109.73
0.03963,0.082167,-106.94
-0.0037947,-0.00099987,-48.557
0.045534,-0.02367,-77.074
0.023167,0.0074032,-64.343
0.030738,0.045902,-111.3
0.039635,-0.046268,-124.33
0.0035569,-0.0027558,-49.136
-0.049742,-0.082503,-119.32
0.0029816,0.058708,-113.31
0.0092224,0.020057,-61.654
-0.029883,-0.11222,-121.37
-0.016139,0.10753,-115.96
-0.056228,0.0069124,-110.46
0.02702,-0.02605,-67.226
-0.041139,0.09816,-114.44
-0.026398,0.10321,-126
0.0040691,-0.0031298,-52.67
0.0079228,-0.00017573,-54.816
0.006799,-0.027522,-71.008
-0.030015,-0.002503,-99.674
0.044037,0.085176,-105.11
-0.0013286,0.00036504,-39.48
0.023048,-0.0040733,-64.136
0.046896,0.060633,-106.14
-0.0025001,0.010216,-59.693
-0.070414,0.043795,-94.762
0.010698,0.014195,-62.659
-0.040325,-0.0064937,-104.6
0.025461,0.0023598,-64.947
0.031786,0.050904,-104.11
0.086728,0.014241,-125.1
-0.012198,0.0074373,-63.995
0.073798,0.034561,-129.76
-0.030412,0.04283,-110.6
-0.053029,0.0046647,-122.18
-0.00021506,0.00029195,-27.639
0.0073613,0.058201,-72.228
0.065573,0.0070714,-136.29
0.025845,-0.055176,-74.239
0.046808,-0.10197,-75.755
0.044968,0.0047591,-105.5
-0.0031429,0.0043006,-49.834
0.0052747,0.011382,-56.766
-0.036609,-0.028904,-118.77
0.014848,0.0003061,-62.448
0.026563,0.042183,-112.28
-0.033415,-0.059841,-119.94
-0.0019928,0.013718,-88.299
-0.0074232,-0.00026429,-77.27
0.0011073,0.0017611,-41.704
0.007004,0.0047767,-54.726
0.033342,-0.022448,-103.69
0.020636,0.045952,-106.41
-0.076654,0.009867,-106.9
-0.002073,-0.029111,-102.33
0.065826,0.05099,-96.393
-0.016365,-0.039836,-122.6
0.0016656,0.00052337,-41.715
0.055643,0.050745,-107.75
-0.0086356,-0.016229,-93.332
0.0017336,-0.00062563,-42.065
0.0050254,-0.070853,-102.58
0.068452,0.029616,-119.96
0.035728,0.067382,-74.977
0.025144,-0.012583,-82.228
0.046012,0.019066,-70.451
-0.012884,0.012154,-60.732
-0.045345,-0.020716,-112.44
0.015631,-0.014795,-62.422
-0.052093,-0.044283,-116.29
0.023187,-0.035294,-67.873
-0.0057168,-0.026823,-103.31
0.039908,0.044514,-102.39
-0.010052,-0.0082516,-100.16
0.0047864,-0.034029,-107.47
0.0025901,-0.0086045,-56.06
-0.034421,0.0086732,-107.86
0.04962,0.081929,-112.81
-0.051733,-0.025284,-112.68
0.012257,0.041408,-118.32
-0.028502,-0.068295,-114.77
0.039444,-0.052811,-114.75
0.023508,-0.026003,-66.457
-0.014577,-0.0040891,-96.956
-0.080471,-0.036897,-116.93
-0.044044,0.017272,-95.468
-0.043632,-0.099768,-115.61
0.01178,-0.054881,-77.844
0.077786,0.042553,-130.03
0.061429,0.048722,-75.986
-0.030948,0.043119,-110.4
0.00053778,-0.001495,-38.656
0.011337,-0.024867,-89.166
-9.51E-05,-0.053242,-122.97
-0.026963,-0.10159,-113.36
0.036738,-0.099368,-120.47
-0.053988,0.020532,-121.95
0.020744,-0.049699,-118.72
0.072742,0.019237,-126.12
-0.026506,-0.02568,-123.8
-0.025252,0.073502,-117.6
0.029799,0.013054,-66.743
-0.010709,0.004102,-59.128
0.026558,-0.043917,-100.53
-4.17E-05,-0.0048716,-47.942
-0.025467,0.056841,-95.801
0.048448,-0.097103,-75.541
-0.01277,-0.014339,-82.81
0.0022092,-0.0041458,-48.402
0.036225,0.023194,-68.864
-0.026493,0.032117,-113.4
-0.055952,0.090435,-124.48
-0.0034367,-0.08125,-113.5
0.065059,0.012058,-129.58
-0.0043408,0.011971,-66.907
0.042398,0.018346,-69.775
-0.073336,-0.053139,-114.26
0.011207,-0.080323,-96.713
-0.031821,0.028251,-116.09
0.0045666,0.038275,-68.366
0.026822,-0.11506,-108.25
0.033095,-0.080118,-89.7
0.0085082,0.037882,-93.279
-0.015257,0.041089,-102.41
-0.011705,0.067266,-117.91
0.065629,0.0074926,-136.05
0.026503,-0.034665,-105.94
-0.046504,-0.040146,-115.98
0.08209,-0.040672,-116.02
-0.032154,0.094541,-117.23
0.032014,0.017805,-77.152
-0.023881,-0.0077691,-109.97
0.04555,0.080694,-125.65
0.040918,-0.022856,-87.315
-0.041014,0.014177,-108.6
0.010294,0.010872,-59.132
0.0082862,-0.0048164,-56.362
-0.027102,0.0037788,-118.66
0.084183,-0.03672,-114.53
-0.0053119,-0.0061356,-60.249
-0.023358,-0.0046371,-106.1
-0.031632,-0.010825,-108.96
-0.049798,-0.039794,-114.47
0.0071823,-0.0065541,-56.569
-0.0022196,-4.92E-05,-43.736
-0.027579,0.0067661,-118.41
-0.076976,-0.051219,-112.54
0.074734,0.043722,-126.19
0.061627,-0.030057,-123.85
0.054269,-0.031222,-132.91
-0.00060667,0.074921,-103.49
-0.018727,0.0057901,-69.285
-0.06059,-0.026329,-108.76
-0.014557,0.011501,-61.345
0.060078,-0.07227,-116.17
-0.0045845,0.0033915,-64.27
-0.028892,0.004106,-116.94
-0.061309,-0.06238,-110.89
0.0021093,0.014504,-83.919
-0.00019547,0.091198,-117.61
-0.041906,0.0096334,-114.22
0.024049,-0.017212,-65.502
0.014387,0.070623,-125.7
0.0045201,-0.025093,-78.682
-0.027655,-0.075858,-116.11
-0.0045299,-0.035466,-112.83
0.017238,-0.00077515,-62.014
-0.027044,0.014383,-113.14
-0.083899,0.0035203,-114.75
-0.057995,-0.020989,-110.6
-0.060956,0.039396,-122.52
0.075841,-0.059034,-106.05
0.0027626,-0.051898,-103.34
-0.0032401,0.036534,-68.843
-0.026041,0.097728,-125.39
0.029218,0.027769,-105.38
-0.0022209,0.089239,-117.01
-0.041279,-0.054385,-119.31
0.038376,0.091576,-114.84
0.011736,-0.044786,-107.64
0.083876,-0.041739,-114.98
0.0089693,-0.036311,-82.433
0.0035943,-0.0006874,-48.113
0.031024,0.0029526,-66.665
-0.020018,0.09721,-123.23
-0.062349,0.053624,-126.75
-0.019887,0.029397,-109.21
-0.036633,0.099791,-118.92
-0.016372,0.07322,-109.93
0.0024727,0.0080684,-53.808
-0.033421,0.069018,-113.4
-0.023759,0.029615,-115.04
0.00095775,0.018619,-98.05
0.0044557,0.00034284,-49.887
-0.031177,0.089502,-116.92
0.019762,-0.10458,-92.149
0.00034877,-0.0013843,-37.529
0.0097592,0.027357,-63.836
-8.79E-05,-0.0064953,-57.351
0.021545,-0.031335,-85.239
0.0273,-0.02653,-67.338
0.0025992,0.085064,-133.57
-0.039397,0.0066357,-72.962
-0.014449,0.10506,-118.14
0.013681,-0.016427,-62.058
0.0037969,-0.01183,-60.076
-0.015342,0.019695,-116.34
0.029598,0.062549,-130.19
-0.013736,0.070009,-114.39
-0.0071881,-0.064316,-106.08
0.051783,-0.037226,-129.43
