,0,1,2
0,22.31387671,114.17797490000001,-46.31047139
1,22.30318402,114.18301129999999,-55.41151228
2,22.31360254,114.16928459999998,-60.66834778
3,22.31899458,114.19101029999999,-56.76212645
4,22.30327541,114.1844926,-61.10391561
5,22.30016814,114.18330759999999,-58.62431821
6,22.31844623,114.1865664,-53.28157975
7,22.30272707,114.17827109999999,-58.8059772
8,22.31917736,114.189924,-56.14733001
9,22.3264886,114.18350509999999,-62.06636628
10,22.31981709,114.17402479999998,-107.35742150000002
11,22.30208734,114.1687909,-69.80918229
12,22.30163038,114.1889365,-57.12770811
13,22.31076943,114.1901215,-52.68372866
14,22.30108204,114.17501229999999,-61.15266694
15,22.30126482,114.17570359999999,-61.21014077
16,22.30501183,114.16711210000001,-63.98984215
17,22.30290985,114.1822213,-56.25331667
18,22.32411244,114.17906119999999,-59.88772934
19,22.30683964,114.1645445,-63.53814388
20,22.30583435,114.1658283,-63.24994915
21,22.31789789,114.1630632,-60.28726666
22,22.31250585,114.1845913,-44.93538824
23,22.30647408,114.1653345,-63.27520500000001
24,22.31031248,114.17274099999999,-46.09573113
25,22.32429523,114.17234599999999,-61.41982435
26,22.31314559,114.1876527,-58.7108586
27,22.3129628,114.1801475,-54.54809322
28,22.30839328,114.17767859999998,-57.69761921
29,22.32201046,114.1789624,-64.7217335
30,22.301447600000003,114.1853814,-57.41898334
31,22.32475218,114.18330759999999,-60.86423674
32,22.29998535,114.18952900000001,-58.97682932
33,22.30967275,114.1653345,-60.00155241
34,22.31579591,114.1689884,-62.84441189
35,22.31853762,114.16967959999998,-51.34486128
36,22.30382376,114.1881465,-65.94441752
37,22.30117343,114.1832088,-57.64792796
38,22.31597869,114.17323470000001,-83.65104519
39,22.31899458,114.18597390000001,-112.4591291
40,22.3110436,114.19515790000001,-58.71257323
41,22.31762372,114.18261629999999,-60.23789816
42,22.32009126,114.18982530000001,-61.16451174
43,22.30939858,114.1749135,-89.97943655
44,22.31725816,114.17669109999999,-67.85544908
45,22.32447801,114.18073999999999,-60.29141853
46,22.32374688,114.1912078,-60.74989871
47,22.30784494,114.1797524,-55.29017401
48,22.31634425,114.1881465,-50.13695094
49,22.32027404,114.18567759999998,-59.72794957
50,22.30546878,114.1947629,-58.49025051
51,22.31533896,114.18557890000001,-43.87317989
52,22.318811800000002,114.1694821,-52.42775345
53,22.32146212,114.1849864,-100.7637169
54,22.30839328,114.173926,-25.28630621
55,22.32612304,114.1704697,-65.25548965
56,22.30711381,114.1909115,-53.18787682
57,22.31917736,114.1726422,-118.0189084
58,22.31469922,114.1706672,-57.71569196
