,,
0.060292,0.056345,-97.581
-0.019367,0.10695,-116.46
-0.0080114,0.011002,-59.783
0.0058636,-0.11079,-107.98
0.031349,-0.064184,-119.13
0.0062639,0.0083037,-55.69
-0.011311,0.030208,-71.149
0.0017243,0.066457,-121.61
0.079324,0.045361,-126.59
0.077548,-0.05271,-108.42
0.004396,0.018221,-70.718
0.068815,0.072683,-112.12
-0.085358,-0.015024,-105.82
0.0048501,-0.058656,-106.49
0.061232,-0.051187,-127.27
0.012716,0.0014331,-58.934
0.011525,-0.048867,-92.346
0.075673,0.043984,-126.17
0.06363,-0.043372,-129.53
0.085957,-0.010242,-125.64
-0.051664,0.038414,-97.733
-0.0030309,-0.0014358,-46.947
0.066084,-0.051792,-117.18
-0.040573,-0.099374,-115.96
0.059323,-0.019455,-134.61
0.067883,-0.0080859,-126.86
0.066702,-0.0056236,-131.69
-0.031636,-0.021084,-117.01
-0.0073245,-0.079073,-121.67
0.00714,0.018443,-60.561
0.021826,0.080646,-75.597
0.0028585,-0.00021217,-46.099
0.0091784,-0.031306,-117.62
0.0040563,-0.0012003,-49.259
-0.0078749,-0.0051105,-85.471
-0.02307,0.095107,-121.49
-0.061781,0.012656,-114.88
-0.021526,-0.025282,-116.51
-0.085434,0.0025962,-114.12
-0.0030972,-8.3765e-05,-46.63
-0.020305,-0.045727,-120.34
-0.033955,0.0066939,-106.61
0.043049,-0.072688,-78.392
-0.043934,-0.076238,-121.66
0.016804,0.00036658,-64.149
0.042648,-0.014893,-90.291
0.0048557,0.053784,-69.736
0.047594,-0.045144,-120.7
0.04961,0.054269,-92.428
0.035813,-0.077993,-73.431
0.02036,0.019206,-82.948
-0.053748,0.039329,-95.678
-0.058779,-0.0053962,-99.517
0.0085116,0.01608,-60.115
-0.009665,0.0062117,-59.794
0.044356,0.0086906,-119.47
0.053729,0.091407,-123.38
-0.026128,-0.021555,-116.12
-0.014819,0.068268,-115.37
-0.018494,0.010736,-63.2
-0.047247,-0.065248,-115.7
0.020223,-0.014651,-64.021
0.044831,-0.010534,-72.271
0.025194,-0.077909,-105.59
0.064732,-0.063901,-113.43
-0.059936,0.083815,-106.89
0.0019026,0.066489,-122.41
-0.011768,-0.0055639,-99.492
0.011423,-0.0095412,-59.377
0.02179,-0.010607,-64.103
-0.060633,-0.061009,-111.91
-0.010872,0.027196,-75.565
-0.04558,0.077437,-110.26
-0.00038812,0.029606,-80.962
0.036947,0.10141,-97.578
0.022892,0.029216,-119.53
-0.002043,0.023743,-65.526
0.012128,0.025757,-63.882
-0.051004,-0.029224,-113.08
-0.018373,0.051895,-88.89
0.024596,0.026888,-114.75
-0.049617,0.075472,-89.302
0.0065187,0.070622,-121.25
0.041289,-0.036787,-123.12
0.082263,0.0081974,-121.37
-0.0024893,0.034591,-67.174
-0.055934,0.052466,-101.29
-0.065151,0.025272,-127.92
-0.020062,0.03746,-77.438
-0.050155,0.012971,-72.496
-0.0058385,0.0047697,-63.483
0.0043758,-0.0028339,-52.944
-0.047686,-0.0029386,-106.38
-0.0602,-0.048439,-115.2
0.081465,-0.027714,-124.18
0.0099661,-0.0082436,-58.172
-0.027779,0.058052,-92.655
0.0084956,0.055913,-70.407
-0.0010102,-0.00047857,-37.41
0.029307,0.010506,-66.442
-0.013031,0.0088568,-66.578
0.070013,0.019171,-123.75
0.0164,0.030672,-111.24
-0.03243,-0.046959,-123.64
0.0090427,0.016009,-60.276
-0.051586,0.02219,-133.88
