lats,lons,RSSI
0.020311,0.073689,-113.03
0.063339,0.024762,-115.09
0.014157,-0.086904,-75.206
0.020918,-0.11306,-136.43
0.0033273,-0.0033144,-49.2
0.013825,-0.048104,-105.08
0.0007121,-0.00052464,-35.276
-0.027702,-0.076911,-113.1
-0.0033728,0.094835,-106.19
-0.049764,-0.013768,-110.36
0.0016058,-0.0018192,-43.33
-0.00030014,-0.00082533,-33.491
0.060747,-0.087916,-76.071
0.013056,-0.01702,-63.212
0.033916,-0.089039,-92.408
-0.032431,-0.0018937,-97.123
0.031949,-0.035789,-119.82
-0.0070631,-0.0093714,-70.519
-0.056088,0.057162,-109.36
0.02792,0.040203,-115.72
0.023757,0.016539,-75.038
-0.0098392,0.041492,-67.724
-0.0061128,0.058069,-69.769
0.038778,-0.00066089,-91.303
0.061366,-0.018356,-136.22
-0.051607,0.043198,-90.346
-0.00058511,0.00026863,-32.847
0.0051796,-0.0065735,-56.63
0.031447,-0.036476,-115.48
0.069274,-0.012889,-126.54
0.073323,-0.0059121,-125.7
-0.0019995,0.076721,-94.964
0.0094047,0.042511,-112.24
-0.071416,-0.048129,-111.04
-0.00023886,-0.030509,-115.55
0.0038841,0.0060877,-53.773
0.015739,-0.085837,-74.267
-0.067625,-0.018238,-110.83
-0.019795,0.10587,-116.96
-0.012454,-0.091688,-120.46
-0.033615,0.10573,-139.87
-0.00315,0.064998,-73.208
0.01845,-0.11404,-136.08
0.066426,-0.078061,-115.99
0.025243,0.05355,-70.237
-0.063092,0.057292,-125.8
0.041675,-0.093593,-93.327
-0.083658,0.0052263,-117.03
-0.013706,-0.052457,-113.23
0.010154,-0.091295,-94.932
0.08397,-0.011893,-123.18
0.054773,0.065116,-117.74
0.039246,0.099973,-75.245
-0.033017,0.030979,-120.57
0.064054,-0.052783,-119.38
-0.078894,-0.055133,-118.06
0.020281,0.035623,-112.35
-0.0080132,-0.017711,-93.819
0.048887,0.075218,-102.14
0.052795,0.00029386,-110.3
0.044408,-0.1004,-75.531
-0.042957,-0.012795,-110.48
-0.016653,0.02105,-116.53
-0.055912,0.032925,-101.25
0.081743,0.012253,-130.01
0.045635,-0.042724,-121.11
-0.0071046,0.038014,-90.814
0.04184,-0.01891,-84.443
0.030203,0.028067,-102.55
-0.0075443,-0.00035666,-77.54
0.052103,-0.014783,-125.79
0.069549,-0.050862,-112.56
0.00041642,0.067275,-114.86
-0.010527,-0.03351,-107.8
0.027739,-0.10246,-80.312
0.060639,0.051099,-94.846
-0.066809,-0.027163,-121.16
-0.014713,-0.070043,-109.72
0.050091,-0.0019679,-117.07
0.016772,-0.028535,-65.435
0.049224,0.0022527,-99.617
-0.044286,-0.10461,-111.37
0.014145,0.055593,-71.027
-0.036912,-0.066609,-117.31
0.010728,0.056544,-70.104
-0.051075,0.058864,-101.88
0.015852,-0.0142,-62.392
0.014485,0.023013,-63.792
-0.0048735,-0.0099041,-62.76
-0.04648,-0.058912,-110.29
-0.075468,0.020359,-119.5
-0.070705,-0.0081105,-99.709
-0.064537,0.023315,-129.17
-0.0075597,-0.0075522,-71.806
-0.024624,0.053856,-107.52
-0.047072,-0.080852,-118.32
-0.075593,-0.0087148,-99.167
-0.03307,-0.010506,-109.12
-0.022751,-0.012177,-111.81
-0.0054369,0.013344,-67.941
-0.011825,0.082512,-114.63
0.04391,-0.03214,-108.82
0.00042764,0.00085289,-34.994
-0.035079,0.017583,-116.58
-0.036016,-0.021888,-115.6
0.062494,0.044275,-114.65
0.0088852,-0.10022,-103.36
-0.019724,0.066525,-103.23
0.0097455,0.011174,-58.941
-0.044989,-0.03876,-116.92
0.061312,0.030441,-95.94
-0.027494,-0.03647,-124.51
-0.013041,-0.018599,-93.252
0.0086495,-0.030079,-114.79
-0.075096,-0.065303,-113.09
0.014094,-0.055275,-97.594
-0.05978,0.05992,-123.79
-0.052312,-0.019416,-110.52
0.031923,-0.089633,-91.177
-0.058904,-0.084518,-115.19
-0.045345,-0.049914,-116.69
-0.036591,0.058075,-103.19
-0.002336,0.07855,-94.515
-0.0055362,-0.0010243,-57.209
-0.0030862,-0.11399,-108.56
0.024458,0.10419,-105.03
0.039291,0.065739,-99.397
-0.021699,0.023737,-106.72
-0.015569,0.036072,-66.601
-0.0060416,-0.0043799,-59.411
0.010961,-0.061456,-91.207
-0.013152,0.071839,-111.65
0.031475,0.07754,-112.94
4.37E-06,-6.78E-06,-42.642
0.0015739,0.020533,-91.491
-0.022745,-0.04718,-121.05
-0.013529,-0.040007,-120.9
0.0065948,0.11543,-110.74
-0.044834,-0.095707,-117.19
0.066314,-0.074455,-118.41
0.0029558,0.024794,-68.007
-0.0019271,0.019242,-91.641
0.037965,0.046915,-106.07
-0.016661,-0.068466,-108.66
-0.047533,0.055505,-104.25
-0.025069,-0.015287,-116.55
0.0077199,0.046743,-106.19
0.011118,-0.038111,-70.912
0.0042822,-0.014578,-89.522
-0.0077783,0.0010681,-79.134
-4.99E-05,0.066746,-113.35
0.028543,-0.0018125,-65.929
-0.058698,0.090868,-125.35
0.02,0.083747,-109.57
0.044826,-0.034169,-111.29
-0.06397,-0.011161,-104.94
0.00071637,-0.11874,-108.39
-0.011097,-0.049694,-112.35
0.081069,0.017638,-120.83
0.056333,0.078191,-108.33
0.0069692,-0.10113,-102.92
-0.003068,0.0040982,-49.519
-0.025079,-0.027532,-122.89
0.0084988,-0.03408,-105.68
0.04294,0.049844,-101.11
0.0094933,0.010463,-58.574
-0.0036712,0.045206,-92.644
-0.013668,0.10349,-116.6
0.0097248,-0.027448,-115.34
-0.0026516,0.00013608,-45.286
-0.032347,-0.11332,-117.65
-0.054374,0.0030729,-117
-0.00331,0.029351,-100.62
0.010249,0.051455,-95.683
0.053237,-0.053036,-129.99
0.0073365,-0.067125,-97.844
0.035117,0.02423,-68.721
0.042698,-0.045338,-121.57
-0.010496,0.016819,-61.038
0.030619,0.089246,-132.47
0.040537,0.083206,-96.726
0.04214,0.016252,-69.638
-0.044969,-0.068741,-121.18
0.035973,-0.0072169,-102.07
-0.065255,-0.0012265,-91
0.01301,-0.0064249,-59.647
-0.045567,0.0059929,-109.48
0.060068,-0.0014741,-119.68
-0.012066,-0.0088317,-99.83
0.0041563,0.0051516,-52.372
-0.010726,0.038333,-66.437
0.013684,-0.05098,-105.41
0.053043,-0.057872,-123.33
0.01028,0.0076649,-58.207
0.00047168,-0.10961,-112.12
0.0058663,-0.025593,-69.188
0.013759,0.042111,-121.39
-0.024622,0.039152,-98.252
-0.047896,0.098891,-105.05
-0.015586,0.004384,-69.167
0.013915,-0.10564,-93.894
-0.047507,0.019147,-73.313
-0.020361,0.027744,-112
-0.07146,-0.05129,-114.04
0.020864,0.059594,-70.563
0.029338,0.039949,-113.93
0.032839,-0.087683,-95.577
-0.031768,0.008937,-114.9
-0.046395,-0.09995,-116.45
0.0087019,-0.066522,-93.312
0.014588,0.091523,-123.46
0.055356,0.035207,-97.049
-0.0076659,0.022693,-72.78
-0.040523,-0.085368,-120.18
-0.0030975,-0.10514,-111.81
0.0036609,0.00099466,-48.365
-0.01639,0.071298,-111.18
0.018712,-0.021548,-64.619
0.017293,-0.087755,-73.984
-0.03834,0.028825,-103.03
-0.068947,0.024323,-127.45
0.017081,-0.059457,-102.64
-0.037765,-0.051653,-121.66
-0.0054599,0.025713,-63.177
-0.028018,-0.022884,-120.43
0.026588,-0.0037397,-65.351
-0.075501,-0.017362,-110.98
-0.032786,-0.10972,-112.32
-0.0094755,0.074725,-96.572
0.07618,-0.034133,-124.45
0.0016513,-0.11925,-116.93
0.056865,-0.016671,-117.39
0.032296,0.086805,-126.51
0.023455,0.037669,-114.9
0.019769,0.052223,-109.4
-0.00013747,0.0077665,-52.763
-0.042296,-0.079075,-124.96
-0.030631,0.010342,-115.36
-0.058459,0.066393,-102.88
-0.078941,0.05607,-111.99
-0.016814,0.05431,-73.744
0.0071588,0.042241,-101.81
0.0037619,0.0042235,-51.032
-0.081228,-0.01706,-110.83
-0.045641,0.059452,-107.35
0.028015,-0.037469,-99.333
0.085107,0.024854,-118.21
-0.02992,-0.078125,-115.96
0.0094772,0.078838,-102.1
0.012498,0.06028,-122.34
-0.032029,0.097404,-123.44
0.0031352,-0.0059639,-53.596
-0.041384,0.01247,-106.14
0.02794,0.0017517,-65.743
-0.011037,-0.018374,-98.148
-0.0084478,0.014381,-59.468
-0.058892,-0.07525,-114.14
-0.0029152,0.0076336,-54.265
-0.0022718,0.11649,-95.751
0.050943,0.050022,-74.733
0.0001676,0.0014426,-37.789
-0.00023223,0.00050354,-30.353
0.06151,0.062096,-115.9
0.022505,0.048001,-102.11
-0.073507,-0.021735,-113.72
0.01768,0.01218,-65.59
0.06113,0.052705,-104.96
0.0029506,-0.029962,-115.15
-0.028422,0.11509,-128.2
-0.084214,-0.0063866,-93.132
-0.044003,-0.031558,-118.15
0.035109,0.10037,-106.52
0.053636,-0.026701,-126.65
-0.027119,0.087442,-111.63
-0.039923,0.042904,-122.7
-0.010922,0.018041,-62.456
-0.043058,-0.093494,-121.41
0.039492,0.032701,-76.022
0.080314,0.054502,-109.53
-0.03393,-0.00070193,-91.492
-0.0062475,0.023593,-63.822
-0.054976,-0.048462,-115.58
-0.0076653,-0.03667,-108.09
-0.0060886,-0.011688,-89.379
0.079541,0.01045,-121.41
-0.05644,0.03574,-98.351
-0.082067,0.027338,-112.77
-0.019915,-0.042974,-122.13
0.028603,-0.091383,-94.144
-0.022254,-0.093088,-113.83
0.025862,-0.026425,-67.022
-0.002173,0.11107,-95.83
0.019453,-0.023184,-65.084
-0.0031301,0.01961,-81.763
0.0063474,0.054766,-69.409
-0.021504,0.0051363,-66.46
6.34E-05,-0.00021739,-23.947
-0.040459,-0.051013,-119.83
0.054719,-0.031505,-135.05
-0.028014,0.070764,-88.284
0.060339,0.013816,-115.68
0.054269,-0.072963,-107.27
0.0031343,-0.001621,-47.432
0.014413,0.080468,-72.867
-0.031524,-0.0548,-121.42
-0.053256,0.043076,-90.801
-0.042406,-0.092514,-116.6
0.018156,-0.021227,-64.413
0.0047476,0.0053183,-53.463
0.018854,0.028367,-121.22
-0.0083564,0.095277,-108.85
-0.011606,-0.058516,-110.22
0.020327,0.045495,-108.29
0.015134,-0.00078433,-61.658
0.023037,0.0080469,-64.339
0.056504,-0.032867,-130.87
-0.041756,0.081631,-95.749
-0.0082276,-0.085049,-118.27
0.044164,0.036753,-88.464
0.070158,0.074995,-110.85
0.016245,0.05161,-107.14
-0.035118,0.03664,-107.09
-0.0039372,0.032881,-92.323
-0.025411,0.071835,-76.842
0.019708,-0.041722,-68.127
-0.015635,0.029715,-101.13
0.0052952,-0.073273,-103.12
0.013476,-0.094478,-97.68
0.075933,0.058349,-115.14
0.034596,0.081623,-140.57
-0.040059,-0.048842,-119.33
0.037458,-0.020425,-98.533
0.0028961,-0.018246,-101.76
0.018431,0.0062219,-63.688
0.00057212,0.085153,-125.54
-0.082172,0.034219,-100.49
0.042137,-0.052233,-122.88
0.0076121,0.10789,-106.13
-0.018982,-0.0057385,-108.55
0.060278,0.016318,-109.19
-0.026259,-0.014383,-114.32
0.0022824,7.74E-05,-44.166
0.07339,-0.010074,-123.59
0.028709,0.035527,-113.4
0.0066203,-0.0060189,-56.622
-0.084062,0.0031316,-114.16
-0.022531,0.036452,-97.74
-0.051249,-0.017574,-110.52
0.021564,0.00064605,-63.486
0.017674,-0.075811,-126.43
-0.013805,0.040461,-92.195
-0.028757,-0.04371,-124.31
0.036075,-0.0025443,-93.208
-0.022025,-0.027568,-120.65
-0.022669,-0.010915,-111
0.039294,-0.076822,-99.885
0.020269,0.010166,-70.522
0.08095,-0.041075,-116.26
-0.077779,-0.039345,-119.83
-0.018017,-0.022765,-105.12
0.02008,3.00E-05,-62.866
0.0061097,0.029525,-65.423
-0.004361,-0.029446,-103.39
0.019271,0.013033,-79.673
-0.0052833,-0.051575,-114.49
-0.053734,0.069274,-105.04
