,,
0.014048,0.012871,-62.693
0.01124,0.0010001,-57.851
0.018392,-0.082288,-103.92
-0.063616,-0.019729,-112.41
-0.039849,-0.1054,-113.1
0.037841,0.019467,-68.952
0.005156,0.11327,-108.52
-0.042366,0.024105,-94.563
-0.046621,-0.03895,-115.87
0.056529,0.020364,-95.841
0.0055713,0.018569,-64.04
0.012387,-0.074723,-104.3
-0.078978,0.011402,-106.7
-0.0048067,-0.11369,-107.18
0.020472,-0.0045605,-63.15
-0.050796,0.027938,-126.99
0.084368,-0.030739,-118.98
-0.056918,-0.064476,-109.19
0.049899,-0.06597,-113.59
-0.02588,-0.029047,-122.41
-0.00065478,-0.00065216,-35.033
-0.038433,-0.059663,-118.54
-0.0016505,-0.035823,-112.98
0.010643,0.025381,-63.487
-0.021318,-0.11147,-121.56
-0.075479,-0.033441,-119.47
0.023869,0.078135,-107.16
0.0010515,0.00022416,-37.715
0.027903,0.045081,-110.11
-0.024949,0.032754,-114.43
-0.026069,-0.020742,-119.08
-0.0014634,-0.004812,-48.511
0.081251,-0.027436,-124.57
-0.018714,-0.054413,-115.59
-0.024017,-0.0019819,-101.1
0.0085905,-0.083635,-95.329
0.0061809,-0.049758,-109.09
-0.077263,0.035263,-97.368
0.019346,0.015275,-72.92
0.0064602,0.038545,-67.993
-0.026426,-0.0083798,-109.54
0.0407,-0.091532,-76.776
-0.024896,0.034203,-111.4
-0.0066922,0.014791,-59.658
-0.012266,0.012904,-60.638
0.0047343,-0.00804,-56.905
0.0068521,-0.0023346,-54.059
0.0039373,-0.019445,-89.054
-0.075821,-0.042798,-109.47
0.0023256,0.027719,-68.131
0.045626,-0.068791,-92.22
-0.0019273,-0.060386,-108.92
-0.050992,-0.084687,-119.25
-0.010692,-0.04232,-115.46
-0.072043,0.043493,-92.06
-0.0062514,-0.0053731,-67.462
-0.074148,0.010101,-117.48
-0.036805,-0.0027616,-94.518
0.019434,-0.11001,-119.35
0.018478,0.025025,-115.76
-0.028105,0.0043822,-116.81
0.086751,-0.015993,-133.45
-0.016343,0.0037346,-69.326
0.0058131,-0.015083,-67.905
-0.017415,-0.00097382,-93.02
0.010754,0.0030942,-57.642
0.043858,-0.016851,-90.568
0.0079427,0.015215,-59.595
-0.01231,0.011119,-60.612
0.00043684,0.039188,-72.573
0.029829,-0.015373,-74.18
-0.062799,-0.071918,-120.99
0.013277,-0.0998,-101.24
-0.0064819,-0.0031153,-69.172
-0.04332,0.083825,-102.71
0.010326,-0.033158,-114.71
0.00093413,0.0092139,-53.562
-0.016255,-0.027626,-100.77
-0.053889,-0.017352,-110.43
0.0045425,-0.01371,-67.346
0.040244,0.089523,-92.77
-0.040119,0.0064491,-73.036
0.035931,0.077976,-130.29
-0.025782,-0.070788,-113.8
0.018,-0.0082248,-62.385
0.026035,-0.013342,-82.967
-0.024531,-0.043187,-124.4
